i,top_vasculature_percent,bottom_vasculature_percent
699,8.80279541015625,20.97015380859375
700,12.58697509765625,20.6939697265625
701,18.35784912109375,11.53411865234375
702,16.50848388671875,11.883544921875
703,6.80389404296875,14.1845703125
704,13.397216796875,13.47503662109375
705,16.60003662109375,10.98175048828125
706,9.44671630859375,9.2803955078125
707,17.23785400390625,12.2802734375
708,19.89288330078125,9.67864990234375
709,13.01116943359375,19.976806640625
710,15.97747802734375,20.7183837890625
711,15.7318115234375,23.63128662109375
712,13.4368896484375,24.91912841796875
713,10.02655029296875,19.24591064453125
714,15.10467529296875,24.44000244140625
715,11.90338134765625,24.74365234375
716,20.25146484375,8.91876220703125
717,13.91448974609375,22.84698486328125
718,33.13140869140625,28.78265380859375
719,19.81201171875,9.63592529296875
720,33.25958251953125,27.79541015625
721,12.11395263671875,28.3599853515625
722,21.58966064453125,22.5433349609375
723,18.11981201171875,21.68731689453125
724,22.9461669921875,27.37274169921875
725,25.49896240234375,22.5677490234375
726,27.6611328125,21.0052490234375
727,27.56195068359375,10.96038818359375
728,30.7159423828125,19.51141357421875
729,31.23626708984375,17.72003173828125
730,21.62322998046875,30.029296875
731,18.68896484375,23.626708984375
732,20.25604248046875,31.787109375
733,21.88873291015625,26.80816650390625
734,22.10235595703125,26.6387939453125
735,23.37646484375,34.89227294921875
736,24.64599609375,27.728271484375
737,22.97210693359375,27.3223876953125
738,24.8931884765625,16.84722900390625
739,34.783935546875,20.42388916015625
740,26.86004638671875,18.26629638671875
741,28.97491455078125,17.864990234375
742,36.07635498046875,21.5118408203125
743,28.0914306640625,22.955322265625
744,28.29437255859375,22.09625244140625
745,25.8087158203125,29.42657470703125
746,21.1273193359375,22.27325439453125
747,30.6884765625,21.89178466796875
748,27.58026123046875,29.36859130859375
749,26.78680419921875,29.35333251953125
750,26.39312744140625,23.18878173828125
751,26.11236572265625,30.13916015625
752,23.583984375,27.1392822265625
753,26.13372802734375,18.87359619140625
754,25.23651123046875,27.44903564453125
755,23.93798828125,22.81341552734375
756,30.908203125,20.330810546875
757,23.486328125,22.94464111328125
758,30.9814453125,23.03619384765625
759,28.167724609375,19.77996826171875
760,18.01300048828125,23.15521240234375
761,26.35650634765625,21.33026123046875
762,23.05908203125,17.40875244140625
763,28.6834716796875,20.28961181640625
764,22.528076171875,11.1572265625
765,19.23828125,11.5753173828125
766,9.53521728515625,18.3319091796875
767,9.79156494140625,21.575927734375
768,8.28704833984375,14.404296875
769,7.6202392578125,21.5728759765625
770,6.24237060546875,19.12078857421875
771,9.9151611328125,13.38958740234375
772,8.0902099609375,22.8546142578125
773,8.50982666015625,19.5037841796875
774,22.11151123046875,10.33782958984375
775,16.8182373046875,8.367919921875
776,24.37896728515625,12.49847412109375
777,21.54388427734375,10.589599609375
778,16.7449951171875,7.90863037109375
779,26.66778564453125,13.433837890625
780,22.74627685546875,12.890625
781,12.2894287109375,19.92645263671875
782,19.622802734375,11.17095947265625
783,43.70269775390625,15.39154052734375
784,4.61578369140625,37.43133544921875
785,3.48968505859375,41.79840087890625
786,8.819580078125,19.63043212890625
787,6.06231689453125,28.0181884765625
788,5.71746826171875,25.06561279296875
789,7.8216552734375,15.15350341796875
790,8.563232421875,20.24383544921875
